epoch,accuracy,loss,val_accuracy,val_loss
30,0.13534173369407654,0.3989831507205963,0.2532327473163605,0.3886133134365082
31,0.128320574760437,0.4008040428161621,0.2532327473163605,0.396750271320343
32,0.13890139758586884,0.39946410059928894,0.046336207538843155,0.4018811583518982
33,0.14295361936092377,0.39838749170303345,0.047413792461156845,0.4031626582145691
34,0.14250338077545166,0.3984217941761017,0.05495689809322357,0.4034554064273834
