epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.4285072088241577,9.999999747378752e-06,1.9218264818191528,0.4288793206214905,1.3223296403884888
1,0.4554254710674286,9.999999747378752e-06,1.8471429347991943,0.4493534564971924,1.2964527606964111
2,0.4689329266548157,9.999999747378752e-06,1.845353603363037,0.4396551847457886,1.3635505437850952
3,0.47411075234413147,9.999999747378752e-06,1.8214497566223145,0.4924568831920624,1.2374417781829834
4,0.4898694157600403,9.999999747378752e-06,1.766791582107544,0.514008641242981,1.1667248010635376
5,0.503376841545105,9.999999747378752e-06,1.7490284442901611,0.48168104887008667,1.2155472040176392
6,0.5123817920684814,9.999999747378752e-06,1.7284749746322632,0.5193965435028076,1.1982407569885254
7,0.5243133902549744,9.999999747378752e-06,1.7035472393035889,0.5398706793785095,1.1755315065383911
8,0.5360198020935059,4.999999873689376e-06,1.6797316074371338,0.5517241358757019,1.1460477113723755
9,0.5369203090667725,4.999999873689376e-06,1.6582889556884766,0.548491358757019,1.1568098068237305
10,0.5470508933067322,4.999999873689376e-06,1.6328154802322388,0.5538793206214905,1.138588786125183
11,0.541873037815094,4.999999873689376e-06,1.656506896018982,0.5387930870056152,1.1535460948944092
12,0.5477262735366821,4.999999873689376e-06,1.6329478025436401,0.5528017282485962,1.150030493736267
13,0.558532178401947,4.999999873689376e-06,1.6313875913619995,0.5646551847457886,1.135664463043213
14,0.559207558631897,4.999999873689376e-06,1.5966386795043945,0.5549569129943848,1.1491787433624268
15,0.5634849071502686,4.999999873689376e-06,1.606136679649353,0.5581896305084229,1.144007921218872
16,0.555830717086792,4.999999873689376e-06,1.5996713638305664,0.5754310488700867,1.1326594352722168
17,0.5659613013267517,4.999999873689376e-06,1.5768049955368042,0.5829741358757019,1.1141990423202515
18,0.5677622556686401,4.999999873689376e-06,1.5943087339401245,0.568965494632721,1.1210582256317139
19,0.5769923329353333,4.999999873689376e-06,1.5588922500610352,0.5775862336158752,1.1126899719238281
20,0.5783430933952332,4.999999873689376e-06,1.5536412000656128,0.587284505367279,1.0889066457748413
21,0.5839712023735046,4.999999873689376e-06,1.565402626991272,0.579741358757019,1.1103240251541138
22,0.5873480439186096,4.999999873689376e-06,1.5183371305465698,0.5818965435028076,1.1006289720535278
23,0.5907248854637146,4.999999873689376e-06,1.5473992824554443,0.5829741358757019,1.117919683456421
24,0.5956776142120361,2.499999936844688e-06,1.5246906280517578,0.5905172228813171,1.099144458770752
25,0.6053579449653625,2.499999936844688e-06,1.509884238243103,0.5851293206214905,1.093995213508606
26,0.5902746319770813,2.499999936844688e-06,1.532714605331421,0.5980603694915771,1.0939912796020508
27,0.5916253924369812,1.249999968422344e-06,1.5222288370132446,0.5905172228813171,1.0982160568237305
28,0.5902746319770813,1.249999968422344e-06,1.5246974229812622,0.5959051847457886,1.091441035270691
