epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.5944244861602783,4.999999873689376e-05,1.7410095930099487,0.5646551847457886,1.3909966945648193
1,0.597703754901886,4.999999873689376e-05,1.7105233669281006,0.600215494632721,1.3216888904571533
2,0.6260693669319153,4.999999873689376e-05,1.643402099609375,0.6142241358757019,1.2997890710830688
3,0.6368752717971802,4.999999873689376e-05,1.6041988134384155,0.6196120977401733,1.3186922073364258
4,0.6533093452453613,4.999999873689376e-05,1.5783792734146118,0.6293103694915771,1.2851344347000122
5,0.6503826975822449,4.999999873689376e-05,1.5671172142028809,0.6174569129943848,1.3016852140426636
6,0.6560108065605164,4.999999873689376e-05,1.5382713079452515,0.6282327771186829,1.2735621929168701
7,0.6722196936607361,4.999999873689376e-05,1.5181407928466797,0.6163793206214905,1.2910529375076294
8,0.6924808621406555,4.999999873689376e-05,1.4811773300170898,0.6325430870056152,1.2878247499465942
9,0.6990094780921936,4.999999873689376e-05,1.4622485637664795,0.6346982717514038,1.2389934062957764
10,0.7095902562141418,4.999999873689376e-05,1.4137070178985596,0.6239224076271057,1.2962400913238525
11,0.7165691256523132,4.999999873689376e-05,1.4082443714141846,0.639008641242981,1.2867752313613892
12,0.7282755374908447,4.999999873689376e-05,1.3786449432373047,0.6346982717514038,1.259507656097412
13,0.7375056147575378,2.499999936844688e-05,1.3291298151016235,0.6487069129943848,1.262355923652649
14,0.7579919099807739,2.499999936844688e-05,1.3011966943740845,0.631465494632721,1.313668966293335
15,0.7546150088310242,2.499999936844688e-05,1.308700442314148,0.639008641242981,1.265219807624817
16,0.7667717337608337,1.249999968422344e-05,1.2692675590515137,0.6336206793785095,1.2728593349456787
17,0.7798289060592651,1.249999968422344e-05,1.2685168981552124,0.642241358757019,1.2525123357772827
18,0.7780278921127319,1.249999968422344e-05,1.2606785297393799,0.6476293206214905,1.2658140659332275
19,0.7859072685241699,6.24999984211172e-06,1.2493553161621094,0.6443965435028076,1.2611690759658813
20,0.7816299200057983,6.24999984211172e-06,1.2337110042572021,0.6433189511299133,1.2610567808151245
21,0.7870328426361084,6.24999984211172e-06,1.2316887378692627,0.6465517282485962,1.2777550220489502
22,0.7820801734924316,3.12499992105586e-06,1.2292931079864502,0.6465517282485962,1.2696943283081055
23,0.7919855713844299,3.12499992105586e-06,1.2224974632263184,0.6508620977401733,1.2666832208633423
24,0.7924358248710632,3.12499992105586e-06,1.2161258459091187,0.6465517282485962,1.2653437852859497
