epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
10,0.45346224308013916,9.999999747378752e-06,1.0212335586547852,0.4568965435028076,1.407261848449707
11,0.4594777226448059,9.999999747378752e-06,0.9603269696235657,0.4989224076271057,1.3303250074386597
12,0.46015307307243347,9.999999747378752e-06,0.9143059253692627,0.4989224076271057,1.3112956285476685
13,0.4702836573123932,9.999999747378752e-06,0.9078542590141296,0.4762931168079376,1.3786946535110474
14,0.47276002168655396,9.999999747378752e-06,0.9019025564193726,0.48275861144065857,1.3690096139907837
15,0.479063481092453,9.999999747378752e-06,0.8931929469108582,0.5053879022598267,1.2957608699798584
16,0.47546151280403137,9.999999747378752e-06,0.8883622884750366,0.4709051847457886,1.3862383365631104
17,0.4781630039215088,9.999999747378752e-06,0.8414773941040039,0.47521552443504333,1.340777039527893
18,0.48244035243988037,9.999999747378752e-06,0.8546528816223145,0.4806034564971924,1.3962887525558472
19,0.48063933849334717,4.999999873689376e-06,0.822908878326416,0.48168104887008667,1.3825057744979858
20,0.47185951471328735,4.999999873689376e-06,0.8325878977775574,0.49461206793785095,1.3548240661621094
21,0.4995497465133667,4.999999873689376e-06,0.8169068098068237,0.4892241358757019,1.3316329717636108
22,0.4786132276058197,2.499999936844688e-06,0.827568769454956,0.4806034564971924,1.3787411451339722
23,0.49549752473831177,2.499999936844688e-06,0.7929953932762146,0.4892241358757019,1.348597764968872
