epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.3381294906139374,1.9999999494757503e-05,4.233735084533691,0.45366379618644714,2.566591262817383
1,0.37595677375793457,1.9999999494757503e-05,4.058340549468994,0.5021551847457886,2.5925493240356445
2,0.3962179124355316,1.9999999494757503e-05,3.9568099975585938,0.5107758641242981,2.5715408325195312
3,0.40499773621559143,1.9999999494757503e-05,3.8698792457580566,0.4913793206214905,2.5425689220428467
4,0.41130122542381287,1.9999999494757503e-05,3.7998926639556885,0.514008641242981,2.4935407638549805
5,0.42345789074897766,1.9999999494757503e-05,3.7476959228515625,0.4989224076271057,2.4862916469573975
6,0.4401170611381531,1.9999999494757503e-05,3.6622631549835205,0.48706895112991333,2.455559015274048
7,0.4446195363998413,1.9999999494757503e-05,3.60078763961792,0.5,2.4196906089782715
8,0.4542998671531677,1.9999999494757503e-05,3.5706048011779785,0.4967672526836395,2.423039674758911
9,0.46668168902397156,1.9999999494757503e-05,3.509450912475586,0.4989224076271057,2.410761594772339
10,0.4763619899749756,1.9999999494757503e-05,3.4397623538970947,0.4892241358757019,2.403402090072632
11,0.48896893858909607,1.9999999494757503e-05,3.3941168785095215,0.4989224076271057,2.382944345474243
12,0.48806843161582947,1.9999999494757503e-05,3.3633134365081787,0.46443966031074524,2.380821943283081
13,0.5004502534866333,1.9999999494757503e-05,3.3082275390625,0.4795258641242981,2.38226580619812
14,0.5085546970367432,1.9999999494757503e-05,3.2899234294891357,0.49353447556495667,2.36466908454895
15,0.5204862952232361,1.9999999494757503e-05,3.199458360671997,0.4698275923728943,2.3628182411193848
16,0.5189104080200195,1.9999999494757503e-05,3.162369728088379,0.4655172526836395,2.3785457611083984
17,0.5375956892967224,1.9999999494757503e-05,3.1165459156036377,0.4568965435028076,2.3942081928253174
18,0.5450247526168823,1.9999999494757503e-05,3.062925338745117,0.4579741358757019,2.3653697967529297
19,0.5468257665634155,1.9999999494757503e-05,3.0472571849823,0.4709051847457886,2.3421850204467773
20,0.5598829388618469,1.9999999494757503e-05,2.987996816635132,0.4719827473163605,2.3141965866088867
21,0.5749662518501282,1.9999999494757503e-05,2.9434521198272705,0.4762931168079376,2.313356637954712
22,0.5814948081970215,1.9999999494757503e-05,2.9128692150115967,0.4719827473163605,2.309251546859741
23,0.5803691744804382,1.9999999494757503e-05,2.8793137073516846,0.48168104887008667,2.287853479385376
24,0.6015308499336243,1.9999999494757503e-05,2.8101048469543457,0.48599138855934143,2.2887344360351562
25,0.604457437992096,1.9999999494757503e-05,2.7624688148498535,0.4892241358757019,2.2679402828216553
26,0.6217919588088989,1.9999999494757503e-05,2.730543375015259,0.4709051847457886,2.299370527267456
27,0.6238180994987488,1.9999999494757503e-05,2.71964168548584,0.48706895112991333,2.2765142917633057
28,0.6375506520271301,1.9999999494757503e-05,2.67801570892334,0.49353447556495667,2.2695722579956055
29,0.6454299688339233,1.9999999494757503e-05,2.624668598175049,0.49461206793785095,2.2407381534576416
30,0.6447545886039734,1.9999999494757503e-05,2.5839991569519043,0.506465494632721,2.2525322437286377
31,0.6501575708389282,1.9999999494757503e-05,2.5952088832855225,0.517241358757019,2.2090742588043213
32,0.6627645492553711,1.9999999494757503e-05,2.54417085647583,0.5021551847457886,2.215611219406128
33,0.6760468482971191,1.9999999494757503e-05,2.503293514251709,0.517241358757019,2.221142530441284
34,0.6920306086540222,1.9999999494757503e-05,2.4680070877075195,0.5021551847457886,2.211245059967041
35,0.6825754046440125,1.9999999494757503e-05,2.4430902004241943,0.53125,2.1712920665740967
36,0.7012606859207153,1.9999999494757503e-05,2.4009110927581787,0.5258620977401733,2.177030324935913
37,0.6999099254608154,1.9999999494757503e-05,2.387807846069336,0.5366379022598267,2.157186508178711
38,0.7176947593688965,1.9999999494757503e-05,2.3285458087921143,0.5204741358757019,2.1707711219787598
39,0.7224223613739014,1.9999999494757503e-05,2.3225715160369873,0.517241358757019,2.1729962825775146
40,0.726699709892273,1.9999999494757503e-05,2.299022674560547,0.5096982717514038,2.1815500259399414
41,0.732778012752533,1.9999999494757503e-05,2.2463552951812744,0.5193965435028076,2.1383473873138428
42,0.7494372129440308,1.9999999494757503e-05,2.2299349308013916,0.53125,2.144115686416626
43,0.7525889277458191,1.9999999494757503e-05,2.2211947441101074,0.556034505367279,2.1106700897216797
44,0.7564160227775574,1.9999999494757503e-05,2.1946089267730713,0.5625,2.0863358974456787
45,0.767221987247467,1.9999999494757503e-05,2.153226852416992,0.5431034564971924,2.122636556625366
46,0.7690229415893555,1.9999999494757503e-05,2.131819248199463,0.5743534564971924,2.0973782539367676
47,0.7778027653694153,1.9999999494757503e-05,2.113217830657959,0.5635775923728943,2.0655412673950195
48,0.7843313813209534,1.9999999494757503e-05,2.0966286659240723,0.5592672228813171,2.056821584701538
49,0.7980639338493347,1.9999999494757503e-05,2.059372663497925,0.5808189511299133,2.0389750003814697
